Vehicle_ID,Highway_ID,Speed_KMH,Timestamp
CAR_6199,I-95,19,2026-04-11 18:58:39
CAR_2166,Autobahn_1,103,2026-04-11 18:58:40
CAR_6080,I-95,97,2026-04-11 18:58:41
CAR_5609,Route_66,14,2026-04-11 18:58:43
CAR_8331,Autobahn_1,101,2026-04-11 18:58:44
CAR_8666,I-95,13,2026-04-11 18:58:45
CAR_5163,I-95,65,2026-04-11 18:58:46
CAR_9855,Pacific_Coast,72,2026-04-11 18:58:47
CAR_2028,Pacific_Coast,78,2026-04-11 18:58:48
CAR_9458,Pacific_Coast,10,2026-04-11 18:58:49
CAR_3591,Autobahn_1,25,2026-04-11 18:58:50
CAR_3942,Pacific_Coast,85,2026-04-11 18:58:51
CAR_6623,Route_66,66,2026-04-11 18:58:51
CAR_5724,Route_66,97,2026-04-11 18:58:52
CAR_6659,Autobahn_1,115,2026-04-11 18:58:53
CAR_2072,Route_66,15,2026-04-11 18:58:54
CAR_8973,I-95,80,2026-04-11 18:58:55
CAR_5520,Route_66,70,2026-04-11 18:58:56
CAR_5170,I-95,80,2026-04-11 18:58:57
CAR_9071,Route_66,60,2026-04-11 18:58:58
CAR_1698,Autobahn_1,120,2026-04-11 18:58:58
CAR_5125,Pacific_Coast,115,2026-04-11 18:58:59
CAR_7108,Route_66,106,2026-04-11 18:59:00
CAR_7510,Autobahn_1,98,2026-04-11 18:59:02
CAR_2871,Route_66,62,2026-04-11 18:59:02
CAR_3808,Pacific_Coast,107,2026-04-11 18:59:04
CAR_1301,I-95,91,2026-04-11 18:59:05
CAR_2578,Pacific_Coast,98,2026-04-11 18:59:06
CAR_2066,Pacific_Coast,23,2026-04-11 18:59:07
CAR_3677,Pacific_Coast,98,2026-04-11 18:59:08
CAR_2520,Autobahn_1,111,2026-04-11 18:59:10
CAR_5361,Route_66,85,2026-04-11 18:59:11
CAR_7558,Pacific_Coast,80,2026-04-11 18:59:12
CAR_4960,Autobahn_1,105,2026-04-11 18:59:13
CAR_3142,I-95,74,2026-04-11 18:59:14
CAR_6055,Pacific_Coast,114,2026-04-11 18:59:15
CAR_3779,Pacific_Coast,20,2026-04-11 18:59:15
CAR_4612,I-95,83,2026-04-11 18:59:17
CAR_3682,Pacific_Coast,115,2026-04-11 18:59:17
CAR_2627,Route_66,63,2026-04-11 18:59:18
CAR_6336,Autobahn_1,84,2026-04-11 18:59:19
CAR_6384,Pacific_Coast,79,2026-04-11 18:59:19
CAR_9519,Autobahn_1,110,2026-04-11 18:59:20
CAR_2956,I-95,62,2026-04-11 18:59:20
CAR_5058,Pacific_Coast,63,2026-04-11 18:59:21
CAR_2432,Autobahn_1,61,2026-04-11 18:59:21
CAR_2495,Autobahn_1,85,2026-04-11 18:59:21
CAR_1895,I-95,80,2026-04-11 18:59:22
CAR_2722,Pacific_Coast,117,2026-04-11 18:59:23
CAR_8479,I-95,84,2026-04-11 18:59:23
CAR_8657,Route_66,110,2026-04-11 18:59:24
CAR_7302,Autobahn_1,24,2026-04-11 18:59:24
CAR_8158,Route_66,90,2026-04-11 18:59:25
CAR_9946,Pacific_Coast,117,2026-04-11 18:59:26
CAR_3199,Route_66,19,2026-04-11 18:59:26
CAR_2458,I-95,24,2026-04-11 18:59:27
CAR_5718,Route_66,113,2026-04-11 18:59:27
CAR_7132,Autobahn_1,27,2026-04-11 18:59:27
CAR_4702,Pacific_Coast,90,2026-04-11 18:59:28
CAR_9608,Pacific_Coast,89,2026-04-11 18:59:29
CAR_8061,Route_66,12,2026-04-11 18:59:29
CAR_6211,I-95,25,2026-04-11 18:59:30
CAR_2591,Autobahn_1,74,2026-04-11 18:59:31
CAR_6486,Pacific_Coast,18,2026-04-11 18:59:32
CAR_3860,Autobahn_1,117,2026-04-11 18:59:33
CAR_1930,Route_66,85,2026-04-11 18:59:34
CAR_5935,Autobahn_1,111,2026-04-11 18:59:34
CAR_2924,Pacific_Coast,96,2026-04-11 18:59:34
CAR_3463,Route_66,17,2026-04-11 18:59:35
CAR_7788,Route_66,13,2026-04-11 18:59:36
CAR_8595,Pacific_Coast,27,2026-04-11 18:59:37
CAR_7483,I-95,71,2026-04-11 18:59:37
CAR_3876,Route_66,75,2026-04-11 18:59:38
CAR_2361,Pacific_Coast,91,2026-04-11 18:59:38
CAR_1402,Autobahn_1,12,2026-04-11 18:59:39
CAR_2059,Pacific_Coast,28,2026-04-11 18:59:41
CAR_2707,Pacific_Coast,106,2026-04-11 18:59:41
CAR_4992,Pacific_Coast,65,2026-04-11 18:59:42
CAR_8849,Route_66,91,2026-04-11 18:59:43
CAR_7631,Autobahn_1,63,2026-04-11 18:59:44
CAR_2245,Autobahn_1,83,2026-04-11 18:59:44
CAR_6692,Route_66,26,2026-04-11 18:59:45
CAR_6777,Route_66,25,2026-04-11 18:59:45
CAR_3229,Route_66,83,2026-04-11 18:59:47
CAR_9715,Autobahn_1,17,2026-04-11 18:59:48
CAR_1420,Autobahn_1,83,2026-04-11 18:59:49
CAR_3331,Autobahn_1,100,2026-04-11 18:59:50
CAR_2866,Route_66,111,2026-04-11 18:59:51
CAR_9466,Pacific_Coast,97,2026-04-11 18:59:51
CAR_3661,I-95,112,2026-04-11 18:59:52
CAR_6686,I-95,27,2026-04-11 18:59:53
CAR_7831,I-95,30,2026-04-11 18:59:54
CAR_1215,Pacific_Coast,114,2026-04-11 18:59:54
CAR_5296,Autobahn_1,115,2026-04-11 18:59:55
CAR_5605,Pacific_Coast,90,2026-04-11 18:59:56
CAR_7884,I-95,98,2026-04-11 18:59:58
CAR_1045,Pacific_Coast,113,2026-04-11 18:59:59
CAR_4629,Pacific_Coast,72,2026-04-11 19:00:00
CAR_6756,Pacific_Coast,70,2026-04-11 19:00:00
CAR_2765,Route_66,81,2026-04-11 19:00:01
CAR_6703,Autobahn_1,18,2026-04-11 19:00:02
CAR_4373,Pacific_Coast,103,2026-04-11 19:00:02
CAR_5060,Pacific_Coast,66,2026-04-11 19:00:03
CAR_5485,Route_66,103,2026-04-11 19:00:04
CAR_5609,Route_66,67,2026-04-11 19:00:04
CAR_5147,Pacific_Coast,23,2026-04-11 19:00:05
CAR_5174,Route_66,118,2026-04-11 19:00:06
CAR_2985,Autobahn_1,119,2026-04-11 19:00:06
CAR_4579,Autobahn_1,11,2026-04-11 19:00:07
CAR_5307,Route_66,72,2026-04-11 19:00:08
CAR_6728,I-95,25,2026-04-11 19:00:08
CAR_6421,Autobahn_1,115,2026-04-11 19:00:09
CAR_1611,Route_66,74,2026-04-11 19:00:09
CAR_4877,Route_66,112,2026-04-11 19:00:10
CAR_8126,I-95,23,2026-04-11 19:00:12
CAR_1332,Pacific_Coast,68,2026-04-11 19:00:13
CAR_9730,Autobahn_1,70,2026-04-11 19:00:13
CAR_3360,Autobahn_1,110,2026-04-11 19:00:14
CAR_8309,Autobahn_1,64,2026-04-11 19:00:15
CAR_4054,I-95,102,2026-04-11 19:00:16
CAR_3927,Autobahn_1,82,2026-04-11 19:00:16
CAR_8012,I-95,27,2026-04-11 19:00:16
CAR_3072,Autobahn_1,74,2026-04-11 19:00:17
CAR_5697,I-95,17,2026-04-11 19:00:18
CAR_4393,Autobahn_1,84,2026-04-11 19:00:19
CAR_1251,Route_66,79,2026-04-11 19:00:20
CAR_4713,Pacific_Coast,20,2026-04-11 19:00:20
CAR_8335,Autobahn_1,86,2026-04-11 19:00:22
CAR_4667,I-95,120,2026-04-11 19:00:23
CAR_8294,Route_66,94,2026-04-11 19:00:23
CAR_3787,Autobahn_1,20,2026-04-11 19:00:24
CAR_6210,I-95,118,2026-04-11 19:00:25
CAR_1838,Autobahn_1,73,2026-04-11 19:00:26
CAR_2237,Route_66,114,2026-04-11 19:00:26
CAR_2522,Route_66,99,2026-04-11 19:00:26
CAR_6198,Route_66,100,2026-04-11 19:00:27
CAR_2200,Pacific_Coast,85,2026-04-11 19:00:27
CAR_6895,Route_66,93,2026-04-11 19:00:28
CAR_9033,I-95,86,2026-04-11 19:00:29
CAR_9332,Autobahn_1,67,2026-04-11 19:00:30
CAR_8737,I-95,80,2026-04-11 19:00:30
CAR_1901,Pacific_Coast,88,2026-04-11 19:00:31
CAR_6004,I-95,107,2026-04-11 19:00:31
CAR_3014,Pacific_Coast,114,2026-04-11 19:00:32
CAR_8428,Autobahn_1,71,2026-04-11 19:00:32
CAR_8724,I-95,13,2026-04-11 19:00:33
CAR_7975,Route_66,116,2026-04-11 19:00:33
CAR_7203,Autobahn_1,105,2026-04-11 19:00:34
CAR_3008,Route_66,105,2026-04-11 19:00:35
CAR_3257,Pacific_Coast,80,2026-04-11 19:00:36
CAR_5817,Autobahn_1,77,2026-04-11 19:00:37
CAR_9602,I-95,63,2026-04-11 19:00:37
CAR_7728,Route_66,107,2026-04-11 19:00:38
CAR_8558,Pacific_Coast,89,2026-04-11 19:00:39
CAR_2377,I-95,68,2026-04-11 19:00:39
CAR_6119,Pacific_Coast,26,2026-04-11 19:00:40
CAR_3661,I-95,27,2026-04-11 19:00:41
CAR_9753,Autobahn_1,96,2026-04-11 19:00:42
CAR_5683,Pacific_Coast,19,2026-04-11 19:00:42
CAR_5356,I-95,82,2026-04-11 19:00:43
CAR_6836,I-95,14,2026-04-11 19:00:44
CAR_3104,Pacific_Coast,110,2026-04-11 19:00:45
CAR_8670,Pacific_Coast,77,2026-04-11 19:00:47
CAR_1479,Pacific_Coast,13,2026-04-11 19:00:48
CAR_5151,Autobahn_1,120,2026-04-11 19:00:48
CAR_5807,Route_66,12,2026-04-11 19:00:49
CAR_3518,Pacific_Coast,118,2026-04-11 19:00:49
CAR_6894,Autobahn_1,105,2026-04-11 19:00:49
CAR_6108,Pacific_Coast,95,2026-04-11 19:00:51
CAR_3450,Route_66,64,2026-04-11 19:00:52
CAR_8707,Pacific_Coast,85,2026-04-11 19:00:52
CAR_8349,Route_66,92,2026-04-11 19:00:53
CAR_3563,I-95,15,2026-04-11 19:00:54
CAR_1460,I-95,96,2026-04-11 19:00:54
CAR_4532,Route_66,110,2026-04-11 19:00:55
CAR_6896,I-95,89,2026-04-11 19:00:55
CAR_6473,Autobahn_1,100,2026-04-11 19:00:55
CAR_9653,Pacific_Coast,24,2026-04-11 19:00:56
CAR_4193,Route_66,109,2026-04-11 19:00:57
CAR_4538,Route_66,86,2026-04-11 19:00:58
CAR_3801,Autobahn_1,69,2026-04-11 19:00:58
CAR_1465,I-95,100,2026-04-11 19:00:59
CAR_3248,Route_66,90,2026-04-11 19:00:59
CAR_7416,Route_66,69,2026-04-11 19:01:01
CAR_5606,Autobahn_1,113,2026-04-11 19:01:02
CAR_6955,Route_66,88,2026-04-11 19:01:03
CAR_8394,Pacific_Coast,75,2026-04-11 19:01:05
CAR_1576,I-95,94,2026-04-11 19:01:06
CAR_9819,Route_66,95,2026-04-11 19:01:07
CAR_3832,Route_66,16,2026-04-11 19:01:07
CAR_7106,Autobahn_1,94,2026-04-11 19:01:08
CAR_7241,Route_66,78,2026-04-11 19:01:09
CAR_6349,Pacific_Coast,69,2026-04-11 19:01:10
CAR_8611,I-95,108,2026-04-11 19:01:11
CAR_1652,Pacific_Coast,102,2026-04-11 19:01:11
CAR_8997,Pacific_Coast,85,2026-04-11 19:01:11
CAR_3211,Autobahn_1,100,2026-04-11 19:01:12
CAR_8757,Route_66,25,2026-04-11 19:01:13
CAR_1699,I-95,84,2026-04-11 19:01:15
CAR_6214,I-95,78,2026-04-11 19:01:15
CAR_8718,Pacific_Coast,114,2026-04-11 19:01:16
CAR_3214,Route_66,95,2026-04-11 19:01:18
CAR_7536,Route_66,72,2026-04-11 19:01:18
CAR_8050,Autobahn_1,68,2026-04-11 19:01:20
CAR_4994,Autobahn_1,117,2026-04-11 19:01:20
CAR_2570,Route_66,62,2026-04-11 19:01:21
CAR_2976,Autobahn_1,108,2026-04-11 19:01:21
CAR_1806,Route_66,99,2026-04-11 19:01:22
CAR_4861,Pacific_Coast,97,2026-04-11 19:01:23
CAR_6395,Route_66,68,2026-04-11 19:01:23
CAR_1562,Route_66,107,2026-04-11 19:01:24
CAR_8242,I-95,87,2026-04-11 19:01:25
CAR_9752,Autobahn_1,105,2026-04-11 19:01:25
CAR_3442,Autobahn_1,115,2026-04-11 19:01:26
CAR_8923,Autobahn_1,65,2026-04-11 19:01:26
CAR_7646,Route_66,71,2026-04-11 19:01:28
CAR_9478,Autobahn_1,85,2026-04-11 19:01:28
CAR_7300,Pacific_Coast,106,2026-04-11 19:01:29
CAR_8221,Autobahn_1,118,2026-04-11 19:01:30
CAR_9324,I-95,90,2026-04-11 19:01:30
CAR_2972,I-95,111,2026-04-11 19:01:32
CAR_1326,Route_66,24,2026-04-11 19:01:33
CAR_6302,Autobahn_1,22,2026-04-11 19:01:34
CAR_8305,I-95,61,2026-04-11 19:01:34
CAR_1785,Autobahn_1,27,2026-04-11 19:01:35
CAR_7949,Pacific_Coast,87,2026-04-11 19:01:36
CAR_4586,I-95,104,2026-04-11 19:01:36
CAR_4691,Autobahn_1,25,2026-04-11 19:01:38
CAR_8246,I-95,89,2026-04-11 19:01:39
CAR_6605,Pacific_Coast,114,2026-04-11 19:01:39
CAR_3006,Pacific_Coast,72,2026-04-11 19:01:40
CAR_1408,Pacific_Coast,86,2026-04-11 19:01:40
CAR_3799,Pacific_Coast,62,2026-04-11 19:01:41
CAR_2721,Route_66,26,2026-04-11 19:01:42
CAR_6516,Pacific_Coast,98,2026-04-11 19:01:43
CAR_2469,Route_66,83,2026-04-11 19:01:44
CAR_8978,Pacific_Coast,117,2026-04-11 19:01:44
CAR_5004,Pacific_Coast,19,2026-04-11 19:01:45
CAR_3679,I-95,73,2026-04-11 19:01:47
CAR_5373,Pacific_Coast,92,2026-04-11 19:01:48
CAR_8484,Autobahn_1,89,2026-04-11 19:01:49
CAR_8434,Route_66,23,2026-04-11 19:01:50
CAR_7083,I-95,100,2026-04-11 19:01:51
CAR_8368,Pacific_Coast,100,2026-04-11 19:01:53
CAR_7248,Route_66,10,2026-04-11 19:01:53
CAR_3313,Pacific_Coast,115,2026-04-11 19:01:54
CAR_8933,Route_66,64,2026-04-11 19:01:54
CAR_2236,Pacific_Coast,22,2026-04-11 19:01:55
CAR_3401,Pacific_Coast,26,2026-04-11 19:01:56
CAR_1190,Pacific_Coast,115,2026-04-11 19:01:57
